pair,formation_period,trading_period,cumulative_returns
"('BKNG', 'EQIX')","(datetime.date(2004, 8, 10), datetime.date(2005, 8, 9))","(datetime.date(2005, 8, 10), datetime.date(2005, 9, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2004, 9, 9), datetime.date(2005, 9, 8))","(datetime.date(2005, 9, 9), datetime.date(2005, 10, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2004, 10, 8), datetime.date(2005, 10, 7))","(datetime.date(2005, 10, 8), datetime.date(2005, 11, 6))",-0.005941390991209161
"('GOOGL', 'GOOG')","(datetime.date(2004, 11, 8), datetime.date(2005, 11, 7))","(datetime.date(2005, 11, 8), datetime.date(2005, 12, 7))",-0.001683235168460584
"('GOOGL', 'GOOG')","(datetime.date(2004, 12, 8), datetime.date(2005, 12, 7))","(datetime.date(2005, 12, 8), datetime.date(2006, 1, 6))",-0.006467819213863635
"('GOOGL', 'GOOG')","(datetime.date(2005, 1, 7), datetime.date(2006, 1, 6))","(datetime.date(2006, 1, 7), datetime.date(2006, 2, 5))",0.00911045074462713
"('GOOGL', 'GOOG')","(datetime.date(2005, 2, 8), datetime.date(2006, 2, 7))","(datetime.date(2006, 2, 8), datetime.date(2006, 3, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2005, 3, 10), datetime.date(2006, 3, 9))","(datetime.date(2006, 3, 10), datetime.date(2006, 4, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2005, 4, 11), datetime.date(2006, 4, 10))","(datetime.date(2006, 4, 11), datetime.date(2006, 5, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2005, 5, 10), datetime.date(2006, 5, 9))","(datetime.date(2006, 5, 10), datetime.date(2006, 6, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2005, 6, 9), datetime.date(2006, 6, 8))","(datetime.date(2006, 6, 9), datetime.date(2006, 7, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2005, 7, 11), datetime.date(2006, 7, 10))","(datetime.date(2006, 7, 11), datetime.date(2006, 8, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2005, 8, 9), datetime.date(2006, 8, 8))","(datetime.date(2006, 8, 9), datetime.date(2006, 9, 7))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2005, 9, 8), datetime.date(2006, 9, 7))","(datetime.date(2006, 9, 8), datetime.date(2006, 10, 7))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2005, 10, 7), datetime.date(2006, 10, 6))","(datetime.date(2006, 10, 7), datetime.date(2006, 11, 5))",-0.00142669677734375
"('GOOGL', 'GOOG')","(datetime.date(2005, 11, 7), datetime.date(2006, 11, 6))","(datetime.date(2006, 11, 7), datetime.date(2006, 12, 6))",-0.0018987655639630674
"('GOOGL', 'GOOG')","(datetime.date(2005, 12, 7), datetime.date(2006, 12, 6))","(datetime.date(2006, 12, 7), datetime.date(2007, 1, 5))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2006, 1, 9), datetime.date(2007, 1, 8))","(datetime.date(2007, 1, 9), datetime.date(2007, 2, 7))",0.005406379699708808
"('GOOGL', 'GOOG')","(datetime.date(2006, 2, 8), datetime.date(2007, 2, 7))","(datetime.date(2007, 2, 8), datetime.date(2007, 3, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2006, 3, 10), datetime.date(2007, 3, 9))","(datetime.date(2007, 3, 10), datetime.date(2007, 4, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2006, 4, 10), datetime.date(2007, 4, 9))","(datetime.date(2007, 4, 10), datetime.date(2007, 5, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2006, 5, 10), datetime.date(2007, 5, 9))","(datetime.date(2007, 5, 10), datetime.date(2007, 6, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2006, 6, 9), datetime.date(2007, 6, 8))","(datetime.date(2007, 6, 9), datetime.date(2007, 7, 8))",-0.0009241104125976562
"('GOOGL', 'GOOG')","(datetime.date(2006, 7, 11), datetime.date(2007, 7, 10))","(datetime.date(2007, 7, 11), datetime.date(2007, 8, 9))",0.002862930297853339
"('GOOGL', 'GOOG')","(datetime.date(2006, 8, 9), datetime.date(2007, 8, 8))","(datetime.date(2007, 8, 9), datetime.date(2007, 9, 7))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2006, 9, 8), datetime.date(2007, 9, 7))","(datetime.date(2007, 9, 8), datetime.date(2007, 10, 7))",-0.004846572875974786
"('GOOGL', 'GOOG')","(datetime.date(2006, 10, 9), datetime.date(2007, 10, 8))","(datetime.date(2007, 10, 9), datetime.date(2007, 11, 7))",-0.014888763427739704
"('GOOGL', 'GOOG')","(datetime.date(2006, 11, 7), datetime.date(2007, 11, 6))","(datetime.date(2007, 11, 7), datetime.date(2007, 12, 6))",0.0020809173583984375
"('GOOGL', 'GOOG')","(datetime.date(2006, 12, 7), datetime.date(2007, 12, 6))","(datetime.date(2007, 12, 7), datetime.date(2008, 1, 5))",0.0068073272705078125
"('GOOGL', 'GOOG')","(datetime.date(2007, 1, 10), datetime.date(2008, 1, 9))","(datetime.date(2008, 1, 10), datetime.date(2008, 2, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2007, 2, 9), datetime.date(2008, 2, 8))","(datetime.date(2008, 2, 9), datetime.date(2008, 3, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2007, 3, 13), datetime.date(2008, 3, 11))","(datetime.date(2008, 3, 12), datetime.date(2008, 4, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2007, 4, 12), datetime.date(2008, 4, 10))","(datetime.date(2008, 4, 11), datetime.date(2008, 5, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2007, 5, 11), datetime.date(2008, 5, 9))","(datetime.date(2008, 5, 10), datetime.date(2008, 6, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2007, 6, 12), datetime.date(2008, 6, 10))","(datetime.date(2008, 6, 11), datetime.date(2008, 7, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2007, 7, 12), datetime.date(2008, 7, 10))","(datetime.date(2008, 7, 11), datetime.date(2008, 8, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2007, 8, 10), datetime.date(2008, 8, 8))","(datetime.date(2008, 8, 9), datetime.date(2008, 9, 7))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2007, 9, 11), datetime.date(2008, 9, 9))","(datetime.date(2008, 9, 10), datetime.date(2008, 10, 9))",-0.004938125610355115
"('GOOGL', 'GOOG')","(datetime.date(2007, 10, 10), datetime.date(2008, 10, 8))","(datetime.date(2008, 10, 9), datetime.date(2008, 11, 7))",0.0077333450317347285
"('GOOGL', 'GOOG')","(datetime.date(2007, 11, 8), datetime.date(2008, 11, 6))","(datetime.date(2008, 11, 7), datetime.date(2008, 12, 6))",-0.004089832305908203
"('GOOGL', 'GOOG')","(datetime.date(2007, 12, 10), datetime.date(2008, 12, 8))","(datetime.date(2008, 12, 9), datetime.date(2009, 1, 7))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2008, 1, 10), datetime.date(2009, 1, 8))","(datetime.date(2009, 1, 9), datetime.date(2009, 2, 7))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2008, 2, 11), datetime.date(2009, 2, 9))","(datetime.date(2009, 2, 10), datetime.date(2009, 3, 11))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2008, 3, 12), datetime.date(2009, 3, 11))","(datetime.date(2009, 3, 12), datetime.date(2009, 4, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2008, 4, 11), datetime.date(2009, 4, 10))","(datetime.date(2009, 4, 11), datetime.date(2009, 5, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2008, 5, 12), datetime.date(2009, 5, 11))","(datetime.date(2009, 5, 12), datetime.date(2009, 6, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2008, 6, 11), datetime.date(2009, 6, 10))","(datetime.date(2009, 6, 11), datetime.date(2009, 7, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2008, 7, 11), datetime.date(2009, 7, 10))","(datetime.date(2009, 7, 11), datetime.date(2009, 8, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2008, 8, 11), datetime.date(2009, 8, 10))","(datetime.date(2009, 8, 11), datetime.date(2009, 9, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2008, 9, 10), datetime.date(2009, 9, 9))","(datetime.date(2009, 9, 10), datetime.date(2009, 10, 9))",-0.0032882690429723027
"('GOOGL', 'GOOG')","(datetime.date(2008, 10, 9), datetime.date(2009, 10, 8))","(datetime.date(2009, 10, 9), datetime.date(2009, 11, 7))",-0.004097938537597656
"('GOOGL', 'GOOG')","(datetime.date(2008, 11, 7), datetime.date(2009, 11, 6))","(datetime.date(2009, 11, 7), datetime.date(2009, 12, 6))",-0.0026445388793963076
"('GOOGL', 'GOOG')","(datetime.date(2008, 12, 9), datetime.date(2009, 12, 8))","(datetime.date(2009, 12, 9), datetime.date(2010, 1, 7))",-0.000597953796383166
"('GOOGL', 'GOOG')","(datetime.date(2009, 1, 9), datetime.date(2010, 1, 8))","(datetime.date(2010, 1, 9), datetime.date(2010, 2, 7))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2009, 2, 10), datetime.date(2010, 2, 9))","(datetime.date(2010, 2, 10), datetime.date(2010, 3, 11))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2009, 3, 12), datetime.date(2010, 3, 11))","(datetime.date(2010, 3, 12), datetime.date(2010, 4, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2009, 4, 13), datetime.date(2010, 4, 12))","(datetime.date(2010, 4, 13), datetime.date(2010, 5, 12))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2009, 5, 12), datetime.date(2010, 5, 11))","(datetime.date(2010, 5, 12), datetime.date(2010, 6, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2009, 6, 11), datetime.date(2010, 6, 10))","(datetime.date(2010, 6, 11), datetime.date(2010, 7, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2009, 7, 13), datetime.date(2010, 7, 12))","(datetime.date(2010, 7, 13), datetime.date(2010, 8, 11))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2009, 8, 11), datetime.date(2010, 8, 10))","(datetime.date(2010, 8, 11), datetime.date(2010, 9, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2009, 9, 10), datetime.date(2010, 9, 9))","(datetime.date(2010, 9, 10), datetime.date(2010, 10, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2009, 10, 9), datetime.date(2010, 10, 8))","(datetime.date(2010, 10, 9), datetime.date(2010, 11, 7))",-0.0005769729614257812
"('GOOGL', 'GOOG')","(datetime.date(2009, 11, 9), datetime.date(2010, 11, 8))","(datetime.date(2010, 11, 9), datetime.date(2010, 12, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2009, 12, 9), datetime.date(2010, 12, 8))","(datetime.date(2010, 12, 9), datetime.date(2011, 1, 7))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 1, 11), datetime.date(2011, 1, 10))","(datetime.date(2011, 1, 11), datetime.date(2011, 2, 9))",0.0009260177612322451
"('GOOGL', 'GOOG')","(datetime.date(2010, 2, 10), datetime.date(2011, 2, 9))","(datetime.date(2011, 2, 10), datetime.date(2011, 3, 11))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 3, 12), datetime.date(2011, 3, 11))","(datetime.date(2011, 3, 12), datetime.date(2011, 4, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 4, 13), datetime.date(2011, 4, 12))","(datetime.date(2011, 4, 13), datetime.date(2011, 5, 12))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 5, 12), datetime.date(2011, 5, 11))","(datetime.date(2011, 5, 12), datetime.date(2011, 6, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 6, 11), datetime.date(2011, 6, 10))","(datetime.date(2011, 6, 11), datetime.date(2011, 7, 10))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 7, 13), datetime.date(2011, 7, 12))","(datetime.date(2011, 7, 13), datetime.date(2011, 8, 11))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 8, 11), datetime.date(2011, 8, 10))","(datetime.date(2011, 8, 11), datetime.date(2011, 9, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 9, 10), datetime.date(2011, 9, 9))","(datetime.date(2011, 9, 10), datetime.date(2011, 10, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 10, 11), datetime.date(2011, 10, 10))","(datetime.date(2011, 10, 11), datetime.date(2011, 11, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 11, 9), datetime.date(2011, 11, 8))","(datetime.date(2011, 11, 9), datetime.date(2011, 12, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2010, 12, 9), datetime.date(2011, 12, 8))","(datetime.date(2011, 12, 9), datetime.date(2012, 1, 7))",0.001811981201171875
"('GOOGL', 'GOOG')","(datetime.date(2011, 1, 10), datetime.date(2012, 1, 9))","(datetime.date(2012, 1, 10), datetime.date(2012, 2, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2011, 2, 9), datetime.date(2012, 2, 8))","(datetime.date(2012, 2, 9), datetime.date(2012, 3, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2011, 3, 11), datetime.date(2012, 3, 9))","(datetime.date(2012, 3, 10), datetime.date(2012, 4, 8))",0.0008640289306640625
"('GOOGL', 'GOOG')","(datetime.date(2011, 4, 11), datetime.date(2012, 4, 9))","(datetime.date(2012, 4, 10), datetime.date(2012, 5, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2011, 5, 11), datetime.date(2012, 5, 9))","(datetime.date(2012, 5, 10), datetime.date(2012, 6, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2011, 6, 10), datetime.date(2012, 6, 8))","(datetime.date(2012, 6, 9), datetime.date(2012, 7, 8))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2011, 7, 12), datetime.date(2012, 7, 10))","(datetime.date(2012, 7, 11), datetime.date(2012, 8, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2011, 8, 10), datetime.date(2012, 8, 8))","(datetime.date(2012, 8, 9), datetime.date(2012, 9, 7))",-0.004405975341796875
"('GOOGL', 'GOOG')","(datetime.date(2011, 9, 9), datetime.date(2012, 9, 7))","(datetime.date(2012, 9, 8), datetime.date(2012, 10, 7))",-0.007863998413085938
"('GOOGL', 'GOOG')","(datetime.date(2011, 10, 10), datetime.date(2012, 10, 8))","(datetime.date(2012, 10, 9), datetime.date(2012, 11, 7))",0.005769729614261365
"('GOOGL', 'GOOG')","(datetime.date(2011, 11, 8), datetime.date(2012, 11, 6))","(datetime.date(2012, 11, 7), datetime.date(2012, 12, 6))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2011, 12, 8), datetime.date(2012, 12, 6))","(datetime.date(2012, 12, 7), datetime.date(2013, 1, 5))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2012, 1, 10), datetime.date(2013, 1, 8))","(datetime.date(2013, 1, 9), datetime.date(2013, 2, 7))",-0.0019683837890625
"('GOOGL', 'GOOG')","(datetime.date(2012, 2, 9), datetime.date(2013, 2, 7))","(datetime.date(2013, 2, 8), datetime.date(2013, 3, 9))",-0.005426406860355115
"('GOOGL', 'GOOG')","(datetime.date(2012, 3, 12), datetime.date(2013, 3, 11))","(datetime.date(2013, 3, 12), datetime.date(2013, 4, 10))",0.004484176635735082
"('GOOGL', 'GOOG')","(datetime.date(2012, 4, 11), datetime.date(2013, 4, 10))","(datetime.date(2013, 4, 11), datetime.date(2013, 5, 10))",-0.00406074523925426
"('GOOGL', 'GOOG')","(datetime.date(2012, 5, 10), datetime.date(2013, 5, 9))","(datetime.date(2013, 5, 10), datetime.date(2013, 6, 8))",0.0024909973144495723
"('GOOGL', 'GOOG')","(datetime.date(2012, 6, 11), datetime.date(2013, 6, 10))","(datetime.date(2013, 6, 11), datetime.date(2013, 7, 10))",-0.00010299682616832229
"('GOOGL', 'GOOG')","(datetime.date(2012, 7, 11), datetime.date(2013, 7, 10))","(datetime.date(2013, 7, 11), datetime.date(2013, 8, 9))",0.0003986358642578125
"('GOOGL', 'GOOG')","(datetime.date(2012, 8, 9), datetime.date(2013, 8, 8))","(datetime.date(2013, 8, 9), datetime.date(2013, 9, 7))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2012, 9, 10), datetime.date(2013, 9, 9))","(datetime.date(2013, 9, 10), datetime.date(2013, 10, 9))",0.0
"('GOOGL', 'GOOG')","(datetime.date(2012, 10, 9), datetime.date(2013, 10, 8))","(datetime.date(2013, 10, 9), datetime.date(2013, 11, 7))",-0.0013294219970667598
"('GOOGL', 'GOOG')","(datetime.date(2012, 11, 9), datetime.date(2013, 11, 8))","(datetime.date(2013, 11, 9), datetime.date(2013, 12, 8))",-0.00696945190428977
"('GOOGL', 'GOOG')","(datetime.date(2012, 12, 11), datetime.date(2013, 12, 10))","(datetime.date(2013, 12, 11), datetime.date(2014, 1, 9))",-0.006225585937503553
"('GOOGL', 'GOOG')","(datetime.date(2013, 1, 11), datetime.date(2014, 1, 10))","(datetime.date(2014, 1, 11), datetime.date(2014, 2, 9))",-0.006404876708984375
"('GOOGL', 'GOOG')","(datetime.date(2013, 2, 12), datetime.date(2014, 2, 11))","(datetime.date(2014, 2, 12), datetime.date(2014, 3, 13))",-0.000278472900390625
"('GOOGL', 'GOOG')","(datetime.date(2013, 3, 14), datetime.date(2014, 3, 13))","(datetime.date(2014, 3, 14), datetime.date(2014, 4, 12))",-0.03349494934082031
"('GOOGL', 'GOOG')","(datetime.date(2013, 4, 15), datetime.date(2014, 4, 14))","(datetime.date(2014, 4, 15), datetime.date(2014, 5, 14))",0.24166870117187855
"('AES', 'MSI')","(datetime.date(2013, 5, 14), datetime.date(2014, 5, 13))","(datetime.date(2014, 5, 14), datetime.date(2014, 6, 12))",1.0760345458984375
