pair,formation_period,trading_period,cumulative_returns
"('NUE', 'WY')","(datetime.date(2000, 6, 2), datetime.date(2001, 6, 1))","(datetime.date(2001, 6, 2), datetime.date(2001, 7, 1))",0.06400346755981445
"('EQR', 'PLD')","(datetime.date(2000, 6, 2), datetime.date(2001, 6, 1))","(datetime.date(2001, 6, 2), datetime.date(2001, 7, 1))",0.1910810470581037
"('OMC', 'UPS')","(datetime.date(2000, 6, 2), datetime.date(2001, 6, 1))","(datetime.date(2001, 6, 2), datetime.date(2001, 7, 1))",0.0
"('DD', 'GWW')","(datetime.date(2000, 6, 2), datetime.date(2001, 6, 1))","(datetime.date(2001, 6, 2), datetime.date(2001, 7, 1))",0.4871196746826172
"('FRT', 'MAA')","(datetime.date(2000, 7, 3), datetime.date(2001, 7, 2))","(datetime.date(2001, 7, 3), datetime.date(2001, 8, 1))",0.4458017349243164
"('CPT', 'EQR')","(datetime.date(2000, 7, 3), datetime.date(2001, 7, 2))","(datetime.date(2001, 7, 3), datetime.date(2001, 8, 1))",-0.061775207519529474
"('CPT', 'REG')","(datetime.date(2000, 7, 3), datetime.date(2001, 7, 2))","(datetime.date(2001, 7, 3), datetime.date(2001, 8, 1))",-0.23356914520263494
"('PSA', 'SPG')","(datetime.date(2000, 7, 3), datetime.date(2001, 7, 2))","(datetime.date(2001, 7, 3), datetime.date(2001, 8, 1))",0.0
"('KIM', 'PLD')","(datetime.date(2000, 7, 3), datetime.date(2001, 7, 2))","(datetime.date(2001, 7, 3), datetime.date(2001, 8, 1))",-0.15376615524291815
"('EQR', 'REG')","(datetime.date(2000, 7, 3), datetime.date(2001, 7, 2))","(datetime.date(2001, 7, 3), datetime.date(2001, 8, 1))",-0.045678138732910156
"('CMI', 'PPG')","(datetime.date(2000, 7, 3), datetime.date(2001, 7, 2))","(datetime.date(2001, 7, 3), datetime.date(2001, 8, 1))",0.0
"('DD', 'WY')","(datetime.date(2000, 7, 3), datetime.date(2001, 7, 2))","(datetime.date(2001, 7, 3), datetime.date(2001, 8, 1))",0.0
"('OMC', 'UPS')","(datetime.date(2000, 7, 3), datetime.date(2001, 7, 2))","(datetime.date(2001, 7, 3), datetime.date(2001, 8, 1))",1.1590099334716761
"('AVY', 'WMT')","(datetime.date(2000, 7, 3), datetime.date(2001, 7, 2))","(datetime.date(2001, 7, 3), datetime.date(2001, 8, 1))",0.0
"('FRT', 'MAA')","(datetime.date(2000, 8, 2), datetime.date(2001, 8, 1))","(datetime.date(2001, 8, 2), datetime.date(2001, 8, 31))",0.32397937774658025
"('CMI', 'PPG')","(datetime.date(2000, 8, 2), datetime.date(2001, 8, 1))","(datetime.date(2001, 8, 2), datetime.date(2001, 8, 31))",0.06444168090820312
"('CPT', 'EQR')","(datetime.date(2000, 8, 2), datetime.date(2001, 8, 1))","(datetime.date(2001, 8, 2), datetime.date(2001, 8, 31))",0.07265472412109375
"('PSA', 'SPG')","(datetime.date(2000, 8, 2), datetime.date(2001, 8, 1))","(datetime.date(2001, 8, 2), datetime.date(2001, 8, 31))",-0.796689987182619
"('CPT', 'REG')","(datetime.date(2000, 8, 2), datetime.date(2001, 8, 1))","(datetime.date(2001, 8, 2), datetime.date(2001, 8, 31))",0.3227291107177699
"('EQR', 'REG')","(datetime.date(2000, 8, 2), datetime.date(2001, 8, 1))","(datetime.date(2001, 8, 2), datetime.date(2001, 8, 31))",0.04567718505859375
"('CMI', 'TT')","(datetime.date(2000, 8, 2), datetime.date(2001, 8, 1))","(datetime.date(2001, 8, 2), datetime.date(2001, 8, 31))",0.0
"('EQR', 'KIM')","(datetime.date(2000, 8, 2), datetime.date(2001, 8, 1))","(datetime.date(2001, 8, 2), datetime.date(2001, 8, 31))",0.10658645629882812
"('DD', 'WY')","(datetime.date(2000, 8, 2), datetime.date(2001, 8, 1))","(datetime.date(2001, 8, 2), datetime.date(2001, 8, 31))",0.00859832763671875
"('ARE', 'BRK-B')","(datetime.date(2000, 8, 2), datetime.date(2001, 8, 1))","(datetime.date(2001, 8, 2), datetime.date(2001, 8, 31))",0.02765655517578125
"('FRT', 'MAA')","(datetime.date(2000, 8, 31), datetime.date(2001, 8, 30))","(datetime.date(2001, 8, 31), datetime.date(2001, 9, 29))",0.22407054901123225
"('CMI', 'PPG')","(datetime.date(2000, 8, 31), datetime.date(2001, 8, 30))","(datetime.date(2001, 8, 31), datetime.date(2001, 9, 29))",0.14916706085205256
"('CPT', 'EQR')","(datetime.date(2000, 8, 31), datetime.date(2001, 8, 30))","(datetime.date(2001, 8, 31), datetime.date(2001, 9, 29))",0.023852348327633166
"('EQR', 'REG')","(datetime.date(2000, 8, 31), datetime.date(2001, 8, 30))","(datetime.date(2001, 8, 31), datetime.date(2001, 9, 29))",0.5049381256103551
"('PSA', 'SPG')","(datetime.date(2000, 8, 31), datetime.date(2001, 8, 30))","(datetime.date(2001, 8, 31), datetime.date(2001, 9, 29))",-0.410394668579098
"('DD', 'WY')","(datetime.date(2000, 8, 31), datetime.date(2001, 8, 30))","(datetime.date(2001, 8, 31), datetime.date(2001, 9, 29))",-0.4417247772216797
"('CPT', 'KIM')","(datetime.date(2000, 8, 31), datetime.date(2001, 8, 30))","(datetime.date(2001, 8, 31), datetime.date(2001, 9, 29))",0.03261518478393377
"('CPT', 'REG')","(datetime.date(2000, 8, 31), datetime.date(2001, 8, 30))","(datetime.date(2001, 8, 31), datetime.date(2001, 9, 29))",0.04820537567138494
"('EQR', 'KIM')","(datetime.date(2000, 8, 31), datetime.date(2001, 8, 30))","(datetime.date(2001, 8, 31), datetime.date(2001, 9, 29))",0.12293291091918945
"('CMI', 'WST')","(datetime.date(2000, 8, 31), datetime.date(2001, 8, 30))","(datetime.date(2001, 8, 31), datetime.date(2001, 9, 29))",0.1870098114013672
"('FRT', 'MAA')","(datetime.date(2000, 10, 2), datetime.date(2001, 10, 1))","(datetime.date(2001, 10, 2), datetime.date(2001, 10, 31))",0.0
"('CPT', 'EQR')","(datetime.date(2000, 10, 2), datetime.date(2001, 10, 1))","(datetime.date(2001, 10, 2), datetime.date(2001, 10, 31))",0.2199420928955078
"('CMI', 'PPG')","(datetime.date(2000, 10, 2), datetime.date(2001, 10, 1))","(datetime.date(2001, 10, 2), datetime.date(2001, 10, 31))",0.0
"('CPT', 'KIM')","(datetime.date(2000, 10, 2), datetime.date(2001, 10, 1))","(datetime.date(2001, 10, 2), datetime.date(2001, 10, 31))",0.47257089614868164
"('DD', 'WY')","(datetime.date(2000, 10, 2), datetime.date(2001, 10, 1))","(datetime.date(2001, 10, 2), datetime.date(2001, 10, 31))",0.0
"('AVY', 'WMT')","(datetime.date(2000, 10, 2), datetime.date(2001, 10, 1))","(datetime.date(2001, 10, 2), datetime.date(2001, 10, 31))",0.0
"('EQR', 'KIM')","(datetime.date(2000, 10, 2), datetime.date(2001, 10, 1))","(datetime.date(2001, 10, 2), datetime.date(2001, 10, 31))",0.0
"('ED', 'WEC')","(datetime.date(2000, 10, 2), datetime.date(2001, 10, 1))","(datetime.date(2001, 10, 2), datetime.date(2001, 10, 31))",0.42714405059814453
"('EQR', 'REG')","(datetime.date(2000, 10, 2), datetime.date(2001, 10, 1))","(datetime.date(2001, 10, 2), datetime.date(2001, 10, 31))",0.0520896911621076
"('CMI', 'TT')","(datetime.date(2000, 10, 2), datetime.date(2001, 10, 1))","(datetime.date(2001, 10, 2), datetime.date(2001, 10, 31))",0.0
"('FRT', 'MAA')","(datetime.date(2000, 10, 31), datetime.date(2001, 10, 30))","(datetime.date(2001, 10, 31), datetime.date(2001, 11, 29))",0.5660514831542987
"('DOV', 'UPS')","(datetime.date(2000, 10, 31), datetime.date(2001, 10, 30))","(datetime.date(2001, 10, 31), datetime.date(2001, 11, 29))",0.2931699752807635
"('ED', 'FRT')","(datetime.date(2000, 10, 31), datetime.date(2001, 10, 30))","(datetime.date(2001, 10, 31), datetime.date(2001, 11, 29))",0.0
"('CPT', 'EQR')","(datetime.date(2000, 10, 31), datetime.date(2001, 10, 30))","(datetime.date(2001, 10, 31), datetime.date(2001, 11, 29))",0.05176544189453125
"('PPG', 'WST')","(datetime.date(2000, 10, 31), datetime.date(2001, 10, 30))","(datetime.date(2001, 10, 31), datetime.date(2001, 11, 29))",0.0
"('CMI', 'TT')","(datetime.date(2000, 10, 31), datetime.date(2001, 10, 30))","(datetime.date(2001, 10, 31), datetime.date(2001, 11, 29))",0.0
"('EQR', 'REG')","(datetime.date(2000, 10, 31), datetime.date(2001, 10, 30))","(datetime.date(2001, 10, 31), datetime.date(2001, 11, 29))",0.0740194320678711
"('DD', 'WY')","(datetime.date(2000, 10, 31), datetime.date(2001, 10, 30))","(datetime.date(2001, 10, 31), datetime.date(2001, 11, 29))",0.036922454833984375
"('AEP', 'XEL')","(datetime.date(2000, 10, 31), datetime.date(2001, 10, 30))","(datetime.date(2001, 10, 31), datetime.date(2001, 11, 29))",0.5973777770996076
"('CPT', 'KIM')","(datetime.date(2000, 10, 31), datetime.date(2001, 10, 30))","(datetime.date(2001, 10, 31), datetime.date(2001, 11, 29))",0.07900094985962092
"('FRT', 'MAA')","(datetime.date(2000, 11, 30), datetime.date(2001, 11, 29))","(datetime.date(2001, 11, 30), datetime.date(2001, 12, 29))",0.0
"('DOV', 'OMC')","(datetime.date(2000, 11, 30), datetime.date(2001, 11, 29))","(datetime.date(2001, 11, 30), datetime.date(2001, 12, 29))",0.4681882858276367
"('DOV', 'UPS')","(datetime.date(2000, 11, 30), datetime.date(2001, 11, 29))","(datetime.date(2001, 11, 30), datetime.date(2001, 12, 29))",0.0
"('CMI', 'TT')","(datetime.date(2000, 11, 30), datetime.date(2001, 11, 29))","(datetime.date(2001, 11, 30), datetime.date(2001, 12, 29))",0.22525596618652344
"('DD', 'WY')","(datetime.date(2000, 11, 30), datetime.date(2001, 11, 29))","(datetime.date(2001, 11, 30), datetime.date(2001, 12, 29))",0.7279644012451278
"('PPG', 'WST')","(datetime.date(2000, 11, 30), datetime.date(2001, 11, 29))","(datetime.date(2001, 11, 30), datetime.date(2001, 12, 29))",0.1233701705932635
"('ITW', 'TGT')","(datetime.date(2000, 11, 30), datetime.date(2001, 11, 29))","(datetime.date(2001, 11, 30), datetime.date(2001, 12, 29))",0.17350769042969105
"('MSI', 'QCOM')","(datetime.date(2000, 11, 30), datetime.date(2001, 11, 29))","(datetime.date(2001, 11, 30), datetime.date(2001, 12, 29))",0.0
"('OMC', 'UPS')","(datetime.date(2000, 11, 30), datetime.date(2001, 11, 29))","(datetime.date(2001, 11, 30), datetime.date(2001, 12, 29))",0.0
"('HD', 'IP')","(datetime.date(2000, 11, 30), datetime.date(2001, 11, 29))","(datetime.date(2001, 11, 30), datetime.date(2001, 12, 29))",0.0
"('FRT', 'MAA')","(datetime.date(2001, 1, 2), datetime.date(2002, 1, 1))","(datetime.date(2002, 1, 2), datetime.date(2002, 1, 31))",-0.4014873504638672
"('DOV', 'OMC')","(datetime.date(2001, 1, 2), datetime.date(2002, 1, 1))","(datetime.date(2002, 1, 2), datetime.date(2002, 1, 31))",1.6252813339233416
"('MSI', 'QCOM')","(datetime.date(2001, 1, 2), datetime.date(2002, 1, 1))","(datetime.date(2002, 1, 2), datetime.date(2002, 1, 31))",0.0
"('DOV', 'UPS')","(datetime.date(2001, 1, 2), datetime.date(2002, 1, 1))","(datetime.date(2002, 1, 2), datetime.date(2002, 1, 31))",0.0
"('CMCSA', 'UPS')","(datetime.date(2001, 1, 2), datetime.date(2002, 1, 1))","(datetime.date(2002, 1, 2), datetime.date(2002, 1, 31))",0.0
"('DD', 'WY')","(datetime.date(2001, 1, 2), datetime.date(2002, 1, 1))","(datetime.date(2002, 1, 2), datetime.date(2002, 1, 31))",-1.4150094985961932
"('PPG', 'WST')","(datetime.date(2001, 1, 2), datetime.date(2002, 1, 1))","(datetime.date(2002, 1, 2), datetime.date(2002, 1, 31))",0.0
"('HD', 'IP')","(datetime.date(2001, 1, 2), datetime.date(2002, 1, 1))","(datetime.date(2002, 1, 2), datetime.date(2002, 1, 31))",0.16667175292969105
"('BF-B', 'HUBB')","(datetime.date(2001, 1, 2), datetime.date(2002, 1, 1))","(datetime.date(2002, 1, 2), datetime.date(2002, 1, 31))",0.4399881362915039
"('CMI', 'TT')","(datetime.date(2001, 1, 2), datetime.date(2002, 1, 1))","(datetime.date(2002, 1, 2), datetime.date(2002, 1, 31))",0.0
"('MSI', 'QCOM')","(datetime.date(2001, 2, 1), datetime.date(2002, 1, 31))","(datetime.date(2002, 2, 1), datetime.date(2002, 3, 2))",-1.3715028762817383
"('DOV', 'UPS')","(datetime.date(2001, 2, 1), datetime.date(2002, 1, 31))","(datetime.date(2002, 2, 1), datetime.date(2002, 3, 2))",0.0
"('DOV', 'OMC')","(datetime.date(2001, 2, 1), datetime.date(2002, 1, 31))","(datetime.date(2002, 2, 1), datetime.date(2002, 3, 2))",0.0
"('FRT', 'MAA')","(datetime.date(2001, 2, 1), datetime.date(2002, 1, 31))","(datetime.date(2002, 2, 1), datetime.date(2002, 3, 2))",-0.6245794296264666
"('DOV', 'TT')","(datetime.date(2001, 2, 1), datetime.date(2002, 1, 31))","(datetime.date(2002, 2, 1), datetime.date(2002, 3, 2))",0.0
"('EL', 'WAB')","(datetime.date(2001, 2, 1), datetime.date(2002, 1, 31))","(datetime.date(2002, 2, 1), datetime.date(2002, 3, 2))",-0.8779993057250977
"('PPG', 'WST')","(datetime.date(2001, 2, 1), datetime.date(2002, 1, 31))","(datetime.date(2002, 2, 1), datetime.date(2002, 3, 2))",0.0
"('NUE', 'PH')","(datetime.date(2001, 2, 1), datetime.date(2002, 1, 31))","(datetime.date(2002, 2, 1), datetime.date(2002, 3, 2))",0.5236124992370605
"('CMI', 'UPS')","(datetime.date(2001, 2, 1), datetime.date(2002, 1, 31))","(datetime.date(2002, 2, 1), datetime.date(2002, 3, 2))",0.0
"('CMI', 'TT')","(datetime.date(2001, 2, 1), datetime.date(2002, 1, 31))","(datetime.date(2002, 2, 1), datetime.date(2002, 3, 2))",0.07360744476318182
"('MSI', 'QCOM')","(datetime.date(2001, 3, 5), datetime.date(2002, 3, 4))","(datetime.date(2002, 3, 5), datetime.date(2002, 4, 3))",0.0
"('DOV', 'UPS')","(datetime.date(2001, 3, 5), datetime.date(2002, 3, 4))","(datetime.date(2002, 3, 5), datetime.date(2002, 4, 3))",0.0
"('DOV', 'TT')","(datetime.date(2001, 3, 5), datetime.date(2002, 3, 4))","(datetime.date(2002, 3, 5), datetime.date(2002, 4, 3))",0.0
"('DOV', 'OMC')","(datetime.date(2001, 3, 5), datetime.date(2002, 3, 4))","(datetime.date(2002, 3, 5), datetime.date(2002, 4, 3))",0.0
"('CMI', 'UPS')","(datetime.date(2001, 3, 5), datetime.date(2002, 3, 4))","(datetime.date(2002, 3, 5), datetime.date(2002, 4, 3))",0.8092679977417028
"('NUE', 'PH')","(datetime.date(2001, 3, 5), datetime.date(2002, 3, 4))","(datetime.date(2002, 3, 5), datetime.date(2002, 4, 3))",1.8824505805969238
"('UPS', 'WY')","(datetime.date(2001, 3, 5), datetime.date(2002, 3, 4))","(datetime.date(2002, 3, 5), datetime.date(2002, 4, 3))",0.896296501159668
"('AXP', 'AMAT')","(datetime.date(2001, 3, 5), datetime.date(2002, 3, 4))","(datetime.date(2002, 3, 5), datetime.date(2002, 4, 3))",0.0
"('CMI', 'DOV')","(datetime.date(2001, 3, 5), datetime.date(2002, 3, 4))","(datetime.date(2002, 3, 5), datetime.date(2002, 4, 3))",0.0
"('BAC', 'FITB')","(datetime.date(2001, 3, 5), datetime.date(2002, 3, 4))","(datetime.date(2002, 3, 5), datetime.date(2002, 4, 3))",1.1541595458984375
"('AVB', 'CPT')","(datetime.date(2001, 4, 3), datetime.date(2002, 4, 2))","(datetime.date(2002, 4, 3), datetime.date(2002, 5, 2))",-0.31295871734618963
"('DOV', 'TT')","(datetime.date(2001, 4, 3), datetime.date(2002, 4, 2))","(datetime.date(2002, 4, 3), datetime.date(2002, 5, 2))",0.0
"('UPS', 'WY')","(datetime.date(2001, 4, 3), datetime.date(2002, 4, 2))","(datetime.date(2002, 4, 3), datetime.date(2002, 5, 2))",0.12827587127685547
"('DOV', 'OMC')","(datetime.date(2001, 4, 3), datetime.date(2002, 4, 2))","(datetime.date(2002, 4, 3), datetime.date(2002, 5, 2))",1.553024291992184
"('T', 'VZ')","(datetime.date(2001, 4, 3), datetime.date(2002, 4, 2))","(datetime.date(2002, 4, 3), datetime.date(2002, 5, 2))",0.44237709045410156
"('DOV', 'UPS')","(datetime.date(2001, 4, 3), datetime.date(2002, 4, 2))","(datetime.date(2002, 4, 3), datetime.date(2002, 5, 2))",-0.5827846527099609
"('AXP', 'AMAT')","(datetime.date(2001, 4, 3), datetime.date(2002, 4, 2))","(datetime.date(2002, 4, 3), datetime.date(2002, 5, 2))",2.0776500701904297
"('MSI', 'QCOM')","(datetime.date(2001, 4, 3), datetime.date(2002, 4, 2))","(datetime.date(2002, 4, 3), datetime.date(2002, 5, 2))",0.3917369842529297
"('ED', 'PEP')","(datetime.date(2001, 4, 3), datetime.date(2002, 4, 2))","(datetime.date(2002, 4, 3), datetime.date(2002, 5, 2))",0.532646179199217
"('BAC', 'FITB')","(datetime.date(2001, 4, 3), datetime.date(2002, 4, 2))","(datetime.date(2002, 4, 3), datetime.date(2002, 5, 2))",0.1286239624023473
"('UPS', 'WY')","(datetime.date(2001, 5, 3), datetime.date(2002, 5, 2))","(datetime.date(2002, 5, 3), datetime.date(2002, 6, 1))",0.0
"('T', 'VZ')","(datetime.date(2001, 5, 3), datetime.date(2002, 5, 2))","(datetime.date(2002, 5, 3), datetime.date(2002, 6, 1))",0.3379516601562518
"('DOV', 'OMC')","(datetime.date(2001, 5, 3), datetime.date(2002, 5, 2))","(datetime.date(2002, 5, 3), datetime.date(2002, 6, 1))",0.734339714050293
"('AXP', 'AMAT')","(datetime.date(2001, 5, 3), datetime.date(2002, 5, 2))","(datetime.date(2002, 5, 3), datetime.date(2002, 6, 1))",1.939651489257816
"('DOV', 'UPS')","(datetime.date(2001, 5, 3), datetime.date(2002, 5, 2))","(datetime.date(2002, 5, 3), datetime.date(2002, 6, 1))",0.05152416229247869
"('AVB', 'CPT')","(datetime.date(2001, 5, 3), datetime.date(2002, 5, 2))","(datetime.date(2002, 5, 3), datetime.date(2002, 6, 1))",0.33956432342528764
